ID	Power	Intelligence	Agility	MaxHealth	Physic	Magic	Armor	Resistance	Crit	HealthRecovery	EnergyRecovery	BloodLevel	OffsetArmor	OffsetResistance	AddCure	Dodge	AttackRange	AttackCD	
1001007.000	1.000	1.000	1.000	257.250	29.400	29.400	7.350	1.225	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009007.000	1.000	1.000	1.000	205.800	35.280	29.400	7.350	1.225	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1011007.000	1.000	1.000	1.000	180.075	38.220	29.400	7.350	1.225	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1026007.000	1.000	1.000	1.000	113.557	56.350	18.375	6.468	0.857	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1003007.000	1.000	1.000	1.000	231.525	49.980	29.400	7.350	1.225	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1990007.000	1.000	1.000	1.000	316.374	28.035	29.216	13.974	6.939	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1006008.000	1.000	1.000	1.000	303.188	34.125	13.125	5.512	2.100	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1001008.000	1.000	1.000	1.000	275.625	31.500	31.500	7.875	1.312	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1011008.000	1.000	1.000	1.000	192.937	40.950	31.500	7.875	1.312	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1003008.000	1.000	1.000	1.000	248.062	53.550	31.500	7.875	1.312	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009008.000	1.000	1.000	1.000	220.500	37.800	31.500	7.875	1.312	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1026008.000	1.000	1.000	1.000	121.669	30.187	19.687	6.930	0.919	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1990008.000	1.000	1.000	1.000	338.972	30.038	31.303	14.972	7.434	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1001009.000	1.000	1.000	1.000	294.000	33.600	33.600	8.400	1.400	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1003009.000	1.000	1.000	1.000	264.600	57.120	33.600	8.400	1.400	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026009.000	1.000	1.000	1.000	129.780	32.200	21.000	7.392	0.980	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1006009.000	1.000	1.000	1.000	323.400	36.400	14.000	5.880	2.240	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1011009.000	1.000	1.000	1.000	205.800	43.680	33.600	8.400	1.400	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1990009.000	1.000	1.000	1.000	497.620	35.720	27.740	19.020	6.870	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1001010.000	1.000	1.000	1.000	420.000	48.000	48.000	12.000	2.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009010.000	1.000	1.000	1.000	336.000	57.600	48.000	12.000	2.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1003010.000	1.000	1.000	1.000	378.000	81.600	48.000	12.000	2.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026010.000	1.000	1.000	1.000	185.400	46.000	30.000	10.560	1.400	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1133010.000	1.000	1.000	1.000	533.164	38.271	29.721	20.379	7.361	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990010.000	1.000	1.000	1.000	516.529	45.771	47.700	22.814	11.329	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1003011.000	1.000	1.000	1.000	403.200	43.520	25.600	6.400	2.133	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1023011.000	1.000	1.000	1.000	174.293	55.296	32.000	10.133	6.720	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1015011.000	1.000	1.000	1.000	336.000	46.933	21.333	5.973	0.427	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026011.000	1.000	1.000	1.000	296.640	49.067	32.000	11.264	1.493	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1990011.000	1.000	1.000	1.000	778.545	54.690	40.259	28.983	9.691	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1025012.000	1.000	1.000	1.000	680.680	45.333	22.667	15.073	4.987	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026012.000	1.000	1.000	1.000	252.144	52.133	34.000	11.968	1.587	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1013012.000	1.000	1.000	1.000	214.427	54.400	34.000	11.900	6.460	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1014012.000	1.000	1.000	1.000	560.320	67.773	34.000	1.360	0.227	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1113012.000	1.000	1.000	1.000	606.888	43.884	29.191	23.351	6.909	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990012.000	1.000	1.000	1.000	537.168	67.207	46.904	27.621	10.475	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1005013.000	1.000	1.000	1.000	564.480	51.840	24.000	16.800	4.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1010013.000	1.000	1.000	1.000	247.200	44.160	36.000	14.400	2.400	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1013013.000	1.000	1.000	1.000	227.040	57.600	36.000	12.600	6.840	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1003013.000	1.000	1.000	1.000	226.800	48.960	28.800	7.200	2.400	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1990013.000	1.000	1.000	1.000	860.709	60.994	46.406	32.417	11.366	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1008014.000	1.000	1.000	1.000	891.733	43.700	30.400	20.520	6.460	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026014.000	1.000	1.000	1.000	234.840	58.267	38.000	13.376	1.773	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1003014.000	1.000	1.000	1.000	478.800	103.360	30.400	7.600	2.533	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1001014.000	1.000	1.000	1.000	532.000	60.800	30.400	7.600	2.533	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1011014.000	1.000	1.000	1.000	372.400	79.040	30.400	7.600	2.533	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1990014.000	1.000	1.000	1.000	908.526	64.383	48.984	34.218	11.997	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1018015.000	1.000	1.000	1.000	768.000	44.000	32.000	22.560	8.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1011015.000	1.000	1.000	1.000	196.000	41.600	32.000	8.000	2.667	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1001015.000	1.000	1.000	1.000	280.000	32.000	32.000	8.000	2.667	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026015.000	1.000	1.000	1.000	247.200	61.333	40.000	14.080	1.867	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1020015.000	1.000	1.000	1.000	261.440	83.200	40.000	13.067	8.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1023015.000	1.000	1.000	1.000	217.867	69.120	40.000	12.667	8.400	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1135015.000	1.000	1.000	1.000	717.257	50.829	38.671	27.014	9.471	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990015.000	1.000	1.000	1.000	986.667	68.095	48.571	36.152	15.124	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1003016.000	1.000	1.000	1.000	264.600	57.120	33.600	8.400	2.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1010016.000	1.000	1.000	1.000	288.400	51.520	42.000	16.800	2.800	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1023016.000	1.000	1.000	1.000	228.760	72.576	42.000	13.300	8.820	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1013016.000	1.000	1.000	1.000	264.880	67.200	42.000	14.700	7.980	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1990016.000	1.000	1.000	1.000	1004.160	71.160	54.140	37.820	13.260	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1004017.000	1.000	1.000	1.000	938.667	46.200	35.200	21.120	9.680	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009017.000	1.000	1.000	1.000	246.400	42.240	35.200	8.800	2.933	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1014017.000	1.000	1.000	1.000	604.267	87.707	44.000	1.760	0.293	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1013017.000	1.000	1.000	1.000	277.493	70.400	44.000	15.400	8.360	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1003017.000	1.000	1.000	1.000	277.200	59.840	35.200	8.800	2.933	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1990017.000	1.000	1.000	1.000	1051.977	74.549	56.718	39.621	13.891	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1018018.000	1.000	1.000	1.000	883.200	50.600	36.800	25.944	10.120	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1016018.000	1.000	1.000	1.000	379.040	77.587	46.000	18.400	3.067	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1005018.000	1.000	1.000	1.000	721.280	66.240	30.667	21.467	6.133	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1010018.000	1.000	1.000	1.000	315.867	56.427	46.000	18.400	3.067	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1135018.000	1.000	1.000	1.000	824.846	58.453	44.472	31.066	10.892	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1021018.000	1.000	1.000	1.000	644.000	67.467	30.667	17.173	4.907	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026018.000	1.000	1.000	1.000	284.280	70.533	46.000	16.192	2.147	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1120018.000	1.000	1.000	1.000	801.780	57.516	43.651	30.590	10.514	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990018.000	1.000	1.000	1.000	761.015	71.629	77.740	33.208	18.707	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1025019.000	1.000	1.000	1.000	739.200	64.000	32.000	21.280	7.040	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1006019.000	1.000	1.000	1.000	739.200	83.200	32.000	13.440	5.120	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1010019.000	1.000	1.000	1.000	329.600	58.880	48.000	19.200	3.200	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1022019.000	1.000	1.000	1.000	1105.920	54.240	38.400	28.800	9.408	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1023019.000	1.000	1.000	1.000	261.440	82.944	48.000	15.200	10.080	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1013019.000	1.000	1.000	1.000	302.720	76.800	48.000	16.800	9.120	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1106019.000	1.000	1.000	1.000	595.577	56.057	60.840	25.989	14.640	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1111019.000	1.000	1.000	1.000	888.000	61.286	43.714	32.537	13.611	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990019.000	1.000	1.000	1.000	1059.246	77.371	60.777	41.417	14.880	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1005020.000	1.000	1.000	1.000	1058.400	97.200	45.000	31.500	9.000	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1020020.000	1.000	1.000	1.000	441.180	140.400	67.500	22.050	13.500	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1008020.000	1.000	1.000	1.000	1584.000	77.625	54.000	36.450	11.475	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1016020.000	1.000	1.000	1.000	556.200	113.850	67.500	27.000	4.500	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1012020.000	1.000	1.000	1.000	429.570	145.800	67.500	21.375	9.045	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1120020.000	1.000	1.000	1.000	1176.525	84.399	64.053	44.888	15.429	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1106020.000	1.000	1.000	1.000	837.530	78.830	85.556	36.546	20.587	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990020.000	1.000	1.000	1.000	1665.000	114.911	81.964	61.007	25.521	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1006021.000	1.000	1.000	1.000	1081.080	121.680	46.800	19.656	7.488	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026021.000	1.000	1.000	1.000	433.836	107.640	70.200	24.710	3.276	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1001021.000	1.000	1.000	1.000	491.400	56.160	56.160	14.040	4.680	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1014021.000	1.000	1.000	1.000	964.080	139.932	70.200	2.808	0.468	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1990021.000	1.000	1.000	1.000	1549.147	113.156	88.887	60.573	21.762	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1021022.000	1.000	1.000	1.000	1020.600	106.920	48.600	27.216	7.776	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1020022.000	1.000	1.000	1.000	476.474	151.632	72.900	23.814	14.580	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1027022.000	1.000	1.000	1.000	1428.840	87.480	48.600	37.422	10.206	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1106022.000	1.000	1.000	1.000	904.533	85.137	92.401	39.470	22.234	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1009022.000	1.000	1.000	1.000	408.240	69.984	58.320	14.580	4.860	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1990022.000	1.000	1.000	1.000	1798.200	124.104	88.521	65.888	27.563	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1001023.000	1.000	1.000	1.000	529.200	60.480	60.480	15.120	5.040	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1024023.000	1.000	1.000	1.000	433.440	135.475	75.600	25.200	15.120	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1010023.000	1.000	1.000	1.000	519.120	92.736	75.600	30.240	5.040	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	1.400	
1131023.000	1.000	1.000	1.000	1296.486	93.987	66.177	50.166	15.660	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1012023.000	1.000	1.000	1.000	481.118	163.296	75.600	23.940	10.130	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1119023.000	1.000	1.000	1.000	935.712	113.940	80.244	47.331	18.144	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990023.000	1.000	1.000	1.000	1685.376	123.120	106.056	64.476	26.496	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1002024.000	1.000	1.000	1.000	1837.440	93.960	62.640	46.980	15.660	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026024.000	1.000	1.000	1.000	483.894	120.060	78.300	27.562	3.654	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1007024.000	1.000	1.000	1.000	1260.630	125.280	52.200	37.271	10.858	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009024.000	1.000	1.000	1.000	438.480	75.168	62.640	15.660	5.220	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1990024.000	1.000	1.000	1.000	1295.380	121.924	132.327	56.525	31.842	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1022025.000	1.000	1.000	1.000	1866.240	91.530	64.800	48.600	15.876	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1026025.000	1.000	1.000	1.000	500.580	124.200	81.000	28.512	3.780	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1006025.000	1.000	1.000	1.000	1247.400	140.400	54.000	22.680	8.640	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1111025.000	1.000	1.000	1.000	1498.500	103.420	73.768	54.906	22.969	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990025.000	1.000	1.000	1.000	1882.440	135.039	102.484	71.820	24.686	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1008026.000	1.000	1.000	1.000	1964.160	96.255	66.960	45.198	14.229	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1023026.000	1.000	1.000	1.000	455.886	144.634	83.700	26.505	17.577	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1003026.000	1.000	1.000	1.000	527.310	113.832	66.960	16.740	5.580	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1106026.000	1.000	1.000	1.000	1038.538	97.750	106.090	45.318	25.528	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
1990026.000	1.000	1.000	1.000	2064.600	142.489	101.636	75.649	31.647	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1006027.000	1.000	1.000	1.000	1330.560	149.760	57.600	24.192	9.216	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1014027.000	1.000	1.000	1.000	1186.560	172.224	86.400	3.456	0.576	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	3.000	
1008027.000	1.000	1.000	1.000	2027.520	99.360	69.120	46.656	14.688	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1012027.000	1.000	1.000	1.000	549.850	186.624	86.400	27.360	11.578	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1111027.000	1.000	1.000	1.000	1598.400	110.314	78.686	58.567	24.501	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990027.000	1.000	1.000	1.000	1906.642	139.269	109.399	74.551	26.784	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1021028.000	1.000	1.000	1.000	1247.400	130.680	59.400	33.264	9.504	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1003028.000	1.000	1.000	1.000	561.330	121.176	71.280	17.820	5.940	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.400	
1009028.000	1.000	1.000	1.000	498.960	85.536	71.280	17.820	5.940	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.400	
1113028.000	1.000	1.000	1.000	1590.403	115.003	76.499	61.193	18.106	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.300	
1990028.000	1.000	1.000	1.000	1374.728	140.523	151.428	62.497	36.531	55.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	1.300	
