ID	LevelLimit	Type	Color	Power	Intelligence	Agility	MaxHealth	Physic	Magic	Armor	Resistance	Crit	Magic Crit	HealthRecovery	EnergyRecovery	BloodLevel	OffsetArmor	OffsetResistance	AddCure	Dodge	Price	Gold	Cash	Honor	Munition	ResolveSoulPoints	SoulPointsCost	Exploit	Prestige	URL	RefiningEXP	EquipPieceID	
11207.000	60.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	153.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30000.000	60000.000	1200.000	3600.000	3600.000	0.000	3600.000	3600.000	3600.000	XueXiaoLianJia	293.000	81207.000	
11208.000	60.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	219.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80000.000	160000.000	3200.000	9600.000	9600.000	0.000	9600.000	9600.000	9600.000	ZhanShenKaiJia	30.000	81208.000	
11301.000	1.000	3.000	1.000	0.000	0.000	0.000	107.000	0.000	0.000	0.000	0.000	0.000	0.000	86.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	JiangShiTouKui	6.000		
11302.000	6.000	3.000	2.000	0.000	0.000	0.000	257.000	0.000	0.000	0.000	0.000	0.000	0.000	155.000	0.000	0.000	0.000	0.000	0.000	0.000	275.000	550.000	11.000	33.000	33.000	0.000	33.000	33.000	33.000	ZiYinKui	11.000		
11303.000	16.000	3.000	2.000	0.000	0.000	0.000	446.000	0.000	0.000	0.000	0.000	0.000	0.000	179.000	0.000	0.000	0.000	0.000	0.000	0.000	1150.000	2300.000	46.000	138.000	138.000	0.000	138.000	138.000	138.000	TieJiKui	18.000		
11304.000	23.000	3.000	3.000	0.000	0.000	0.000	795.000	0.000	0.000	0.000	0.000	0.000	0.000	318.000	0.000	0.000	0.000	0.000	0.000	0.000	1750.000	3500.000	70.000	210.000	210.000	0.000	210.000	210.000	210.000	LinJiaoKui	37.000	81304.000	
11305.000	37.000	3.000	3.000	0.000	0.000	0.000	1498.000	0.000	0.000	0.000	0.000	0.000	0.000	555.000	0.000	0.000	0.000	0.000	0.000	0.000	5250.000	10500.000	210.000	630.000	630.000	0.000	630.000	630.000	630.000	LongYinKui	63.000	81305.000	
11306.000	48.000	3.000	4.000	0.000	0.000	0.000	2530.000	0.000	0.000	0.000	0.000	0.000	0.000	886.000	0.000	0.000	0.000	0.000	0.000	0.000	17500.000	35000.000	700.000	2100.000	2100.000	0.000	2100.000	2100.000	2100.000	XiaoXueKui	117.000	81306.000	
11307.000	65.000	3.000	4.000	0.000	0.000	0.000	4021.000	0.000	0.000	0.000	0.000	0.000	0.000	1408.000	0.000	0.000	0.000	0.000	0.000	0.000	26250.000	52500.000	1050.000	3150.000	3150.000	0.000	3150.000	3150.000	3150.000	XuanLongKui	171.000	81307.000	
11308.000	65.000	3.000	4.000	0.000	0.000	0.000	5670.000	0.000	0.000	0.000	0.000	0.000	0.000	1985.000	0.000	0.000	0.000	0.000	0.000	0.000	70000.000	140000.000	2800.000	8400.000	8400.000	0.000	8400.000	8400.000	8400.000	BaiYinShiZi	30.000	81308.000	
11401.000	2.000	4.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	JingGangZhuo	1.000		
11402.000	8.000	4.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	300.000	600.000	12.000	36.000	36.000	0.000	36.000	36.000	36.000	LongQuanZhuo	5.000		
11403.000	25.000	4.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1875.000	3750.000	75.000	225.000	225.000	0.000	225.000	225.000	225.000	FuLongZhuo	24.000	81403.000	
11404.000	40.000	4.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11250.000	22500.000	450.000	1350.000	1350.000	0.000	1350.000	1350.000	1350.000	PanLongZhuo	45.000	81404.000	
11405.000	50.000	4.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18750.000	37500.000	750.000	2250.000	2250.000	0.000	2250.000	2250.000	2250.000	ShaLuZhuo	93.000	81405.000	
11406.000	70.000	4.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	46875.000	93750.000	1875.000	5625.000	5625.000	0.000	5625.000	5625.000	5625.000	ZhiYanZhuo	127.000	81406.000	
11501.000	2.000	5.000	1.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	QingTongJie	2.000		
11502.000	7.000	5.000	2.000	0.000	0.000	0.000	0.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	325.000	650.000	13.000	39.000	39.000	0.000	39.000	39.000	39.000	ShiRiJie	7.000		
11503.000	27.000	5.000	3.000	0.000	0.000	0.000	0.000	0.000	25.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	2125.000	4250.000	85.000	255.000	255.000	0.000	255.000	255.000	255.000	LongYuanJie	22.000	81503.000	
11504.000	42.000	5.000	3.000	0.000	0.000	0.000	0.000	0.000	42.000	0.000	0.000	0.000	0.000	0.000	19.000	0.000	0.000	0.000	0.000	0.000	12750.000	25500.000	510.000	1530.000	1530.000	0.000	1530.000	1530.000	1530.000	LongWenJie	34.000	81504.000	
11505.000	52.000	5.000	4.000	0.000	0.000	0.000	0.000	0.000	67.000	0.000	0.000	0.000	0.000	0.000	29.000	0.000	0.000	0.000	0.000	0.000	21250.000	42500.000	850.000	2550.000	2550.000	0.000	2550.000	2550.000	2550.000	PanLongJie	67.000	81505.000	
11506.000	75.000	5.000	4.000	0.000	0.000	0.000	0.000	0.000	110.000	0.000	0.000	0.000	0.000	0.000	45.000	0.000	0.000	0.000	0.000	0.000	53125.000	106250.000	2125.000	6375.000	6375.000	0.000	6375.000	6375.000	6375.000	JingHongJie	89.000	81506.000	
11601.000	2.000	6.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	50.000	100.000	2.000	6.000	6.000	0.000	6.000	6.000	6.000	YouMingXue	3.000		
11602.000	10.000	6.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	250.000	500.000	10.000	30.000	30.000	0.000	30.000	30.000	30.000	ZhuYueXue	13.000		
11603.000	28.000	6.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1625.000	3250.000	65.000	195.000	195.000	0.000	195.000	195.000	195.000	TianGangXue	50.000	81603.000	
11604.000	46.000	6.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9750.000	19500.000	390.000	1170.000	1170.000	0.000	1170.000	1170.000	1170.000	HunYuanXue	90.000	81604.000	
11605.000	54.000	6.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	40.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.000	16250.000	32500.000	650.000	1950.000	1950.000	0.000	1950.000	1950.000	1950.000	ZhuQueXue	146.000	81605.000	
11606.000	67.000	6.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	67.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.000	40625.000	81250.000	1625.000	4875.000	4875.000	0.000	4875.000	4875.000	4875.000	TianFuXue	190.000	81606.000	
12101.000	2.000	1.000	1.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	200.000	4.000	12.000	12.000	0.000	12.000	12.000	12.000	YuShan	3.000		
12102.000	4.000	1.000	2.000	0.000	0.000	0.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	475.000	950.000	19.000	57.000	57.000	0.000	57.000	57.000	57.000	QiuShuiShan	7.000		
12103.000	13.000	1.000	2.000	0.000	0.000	0.000	0.000	18.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2050.000	4100.000	82.000	246.000	246.000	0.000	246.000	246.000	246.000	FengYuShan	12.000		
12104.000	20.000	1.000	3.000	0.000	0.000	0.000	0.000	33.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3125.000	6250.000	125.000	375.000	375.000	0.000	375.000	375.000	375.000	LiuLiShan	30.000	82104.000	
12105.000	30.000	1.000	3.000	0.000	0.000	0.000	0.000	61.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9375.000	18750.000	375.000	1125.000	1125.000	0.000	1125.000	1125.000	1125.000	XiaoYaoShan	62.000	82105.000	
12106.000	47.000	1.000	4.000	0.000	0.000	0.000	0.000	102.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31250.000	62500.000	1250.000	3750.000	3750.000	0.000	3750.000	3750.000	3750.000	YuXiaoShan	121.000	82106.000	
12107.000	58.000	1.000	4.000	0.000	0.000	0.000	0.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	46875.000	93750.000	1875.000	5625.000	5625.000	0.000	5625.000	5625.000	5625.000	LingXiaoShan	187.000	82107.000	
12108.000	58.000	1.000	4.000	0.000	0.000	0.000	0.000	229.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	125000.000	250000.000	5000.000	15000.000	15000.000	0.000	15000.000	15000.000	15000.000	XianDiShan	30.000	82108.000	
12201.000	1.000	2.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	50.000	100.000	2.000	6.000	6.000	0.000	6.000	6.000	6.000	BuYi	1.000		
12202.000	5.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	225.000	450.000	9.000	27.000	27.000	0.000	27.000	27.000	27.000	HunYuanPao	6.000		
12203.000	18.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	900.000	1800.000	36.000	108.000	108.000	0.000	108.000	108.000	108.000	QiXingDaoPao	16.000		
12204.000	21.000	2.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1375.000	2750.000	55.000	165.000	165.000	0.000	165.000	165.000	165.000	TianDiLingShan	38.000	82204.000	
12205.000	33.000	2.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	14.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	4125.000	8250.000	165.000	495.000	495.000	0.000	495.000	495.000	495.000	HunTianYi	80.000	82205.000	
12206.000	49.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	23.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	13750.000	27500.000	550.000	1650.000	1650.000	0.000	1650.000	1650.000	1650.000	GuiWenYunShan	156.000	82206.000	
12207.000	60.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	36.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	20625.000	41250.000	825.000	2475.000	2475.000	0.000	2475.000	2475.000	2475.000	JinMangZhanYi	249.000	82207.000	
12208.000	60.000	2.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	51.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	55000.000	110000.000	2200.000	6600.000	6600.000	0.000	6600.000	6600.000	6600.000	FengHuangYuYi	30.000	82208.000	
12301.000	1.000	3.000	1.000	0.000	0.000	0.000	37.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	50.000	100.000	2.000	6.000	6.000	0.000	6.000	6.000	6.000	QingYuGuan	3.000		
12302.000	6.000	3.000	2.000	0.000	0.000	0.000	77.000	0.000	0.000	0.000	0.000	0.000	0.000	47.000	0.000	0.000	0.000	0.000	0.000	0.000	225.000	450.000	9.000	27.000	27.000	0.000	27.000	27.000	27.000	HeiChouGuan	7.000		
12303.000	16.000	3.000	2.000	0.000	0.000	0.000	117.000	0.000	0.000	0.000	0.000	0.000	0.000	47.000	0.000	0.000	0.000	0.000	0.000	0.000	975.000	1950.000	39.000	117.000	117.000	0.000	117.000	117.000	117.000	FengYiGuan	12.000		
12304.000	23.000	3.000	3.000	0.000	0.000	0.000	199.000	0.000	0.000	0.000	0.000	0.000	0.000	80.000	0.000	0.000	0.000	0.000	0.000	0.000	1500.000	3000.000	60.000	180.000	180.000	0.000	180.000	180.000	180.000	HeLingGuan	26.000	82304.000	
12305.000	37.000	3.000	3.000	0.000	0.000	0.000	348.000	0.000	0.000	0.000	0.000	0.000	0.000	140.000	0.000	0.000	0.000	0.000	0.000	0.000	4500.000	9000.000	180.000	540.000	540.000	0.000	540.000	540.000	540.000	GuiCaiGuan	41.000	82305.000	
12306.000	48.000	3.000	4.000	0.000	0.000	0.000	562.000	0.000	0.000	0.000	0.000	0.000	0.000	225.000	0.000	0.000	0.000	0.000	0.000	0.000	15000.000	30000.000	600.000	1800.000	1800.000	0.000	1800.000	1800.000	1800.000	TianBinGuan	81.000	82306.000	
12307.000	65.000	3.000	4.000	0.000	0.000	0.000	875.000	0.000	0.000	0.000	0.000	0.000	0.000	350.000	0.000	0.000	0.000	0.000	0.000	0.000	22500.000	45000.000	900.000	2700.000	2700.000	0.000	2700.000	2700.000	2700.000	QiXingGuan	113.000	82307.000	
12308.000	65.000	3.000	4.000	0.000	0.000	0.000	1218.000	0.000	0.000	0.000	0.000	0.000	0.000	488.000	0.000	0.000	0.000	0.000	0.000	0.000	60000.000	120000.000	2400.000	7200.000	7200.000	0.000	7200.000	7200.000	7200.000	NiePanGuan	30.000	82308.000	
12401.000	2.000	4.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	TongShouHuan	1.000		
12402.000	8.000	4.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	6.000	0.000	0.000	375.000	750.000	15.000	45.000	45.000	0.000	45.000	45.000	45.000	ChiXingHuan	16.000		
12403.000	25.000	4.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	2500.000	5000.000	100.000	300.000	300.000	0.000	300.000	300.000	300.000	HuPoHuan	49.000	82403.000	
12404.000	40.000	4.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.000	0.000	0.000	0.000	0.000	0.000	19.000	0.000	0.000	15000.000	30000.000	600.000	1800.000	1800.000	0.000	1800.000	1800.000	1800.000	ShengMangHuan	81.000	82404.000	
12405.000	50.000	4.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.000	0.000	0.000	0.000	0.000	0.000	29.000	0.000	0.000	25000.000	50000.000	1000.000	3000.000	3000.000	0.000	3000.000	3000.000	3000.000	MaNaoHuan	145.000	82405.000	
12406.000	70.000	4.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	58.000	0.000	0.000	0.000	0.000	0.000	45.000	0.000	0.000	62500.000	125000.000	2500.000	7500.000	7500.000	0.000	7500.000	7500.000	7500.000	WuYuHuan	219.000	82406.000	
12501.000	2.000	5.000	1.000	0.000	0.000	0.000	0.000	0.000	11.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	75.000	150.000	3.000	9.000	9.000	0.000	9.000	9.000	9.000	XianZheJie	4.000		
12502.000	7.000	5.000	2.000	0.000	0.000	0.000	0.000	0.000	34.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	375.000	750.000	15.000	45.000	45.000	0.000	45.000	45.000	45.000	LieYunJie	9.000		
12503.000	27.000	5.000	3.000	0.000	0.000	0.000	0.000	0.000	96.000	0.000	0.000	0.000	0.000	0.000	17.000	0.000	0.000	0.000	0.000	0.000	2500.000	5000.000	100.000	300.000	300.000	0.000	300.000	300.000	300.000	ShengMangJie	28.000	82503.000	
12504.000	42.000	5.000	3.000	0.000	0.000	0.000	0.000	0.000	170.000	0.000	0.000	0.000	0.000	0.000	25.000	0.000	0.000	0.000	0.000	0.000	15000.000	30000.000	600.000	1800.000	1800.000	0.000	1800.000	1800.000	1800.000	LanYueJie	44.000	82504.000	
12505.000	52.000	5.000	4.000	0.000	0.000	0.000	0.000	0.000	283.000	0.000	0.000	0.000	0.000	0.000	36.000	0.000	0.000	0.000	0.000	0.000	25000.000	50000.000	1000.000	3000.000	3000.000	0.000	3000.000	3000.000	3000.000	LengYueJie	80.000	82505.000	
12506.000	75.000	5.000	4.000	0.000	0.000	0.000	0.000	0.000	481.000	0.000	0.000	0.000	0.000	0.000	54.000	0.000	0.000	0.000	0.000	0.000	62500.000	125000.000	2500.000	7500.000	7500.000	0.000	7500.000	7500.000	7500.000	ShiLingJie	109.000	82506.000	
12601.000	2.000	6.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	50.000	100.000	2.000	6.000	6.000	0.000	6.000	6.000	6.000	TaiJiXue	1.000		
12602.000	10.000	6.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	225.000	450.000	9.000	27.000	27.000	0.000	27.000	27.000	27.000	JueChenXue	3.000		
12603.000	28.000	6.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1500.000	3000.000	60.000	180.000	180.000	0.000	180.000	180.000	180.000	FuYuXue	17.000	82603.000	
12604.000	46.000	6.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	56.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	9000.000	18000.000	360.000	1080.000	1080.000	0.000	1080.000	1080.000	1080.000	HeYiXue	32.000	82604.000	
12605.000	54.000	6.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	15000.000	30000.000	600.000	1800.000	1800.000	0.000	1800.000	1800.000	1800.000	BaiHuXue	72.000	82605.000	
12606.000	67.000	6.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	170.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.000	37500.000	75000.000	1500.000	4500.000	4500.000	0.000	4500.000	4500.000	4500.000	YingLingXue	101.000	82606.000	
13101.000	2.000	1.000	1.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	200.000	4.000	12.000	12.000	0.000	12.000	12.000	12.000	TaoMuGong	4.000		
13102.000	4.000	1.000	2.000	0.000	0.000	0.000	0.000	21.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	425.000	850.000	17.000	51.000	51.000	0.000	51.000	51.000	51.000	WanShiGong	19.000		
13103.000	13.000	1.000	2.000	0.000	0.000	0.000	0.000	35.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	1800.000	3600.000	72.000	216.000	216.000	0.000	216.000	216.000	216.000	YouLongGong	33.000		
13104.000	20.000	1.000	3.000	0.000	0.000	0.000	0.000	61.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.000	0.000	0.000	0.000	2750.000	5500.000	110.000	330.000	330.000	0.000	330.000	330.000	330.000	ZhenTianGong	61.000	83104.000	
13105.000	30.000	1.000	3.000	0.000	0.000	0.000	0.000	109.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.000	15.000	0.000	0.000	0.000	8250.000	16500.000	330.000	990.000	990.000	0.000	990.000	990.000	990.000	LuoYanGong	112.000	83105.000	
13106.000	47.000	1.000	4.000	0.000	0.000	0.000	0.000	177.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.000	23.000	0.000	0.000	0.000	27500.000	55000.000	1100.000	3300.000	3300.000	0.000	3300.000	3300.000	3300.000	QiLinGong	197.000	83106.000	
13107.000	58.000	1.000	4.000	0.000	0.000	0.000	0.000	277.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52.000	34.000	0.000	0.000	0.000	41250.000	82500.000	1650.000	4950.000	4950.000	0.000	4950.000	4950.000	4950.000	LongSheGong	293.000	83107.000	
13108.000	58.000	1.000	4.000	0.000	0.000	0.000	0.000	387.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.000	47.000	0.000	0.000	0.000	110000.000	220000.000	4400.000	13200.000	13200.000	0.000	13200.000	13200.000	13200.000	XuanYuanGong	30.000	83108.000	
13201.000	1.000	2.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	50.000	100.000	2.000	6.000	6.000	0.000	6.000	6.000	6.000	PiJia	2.000		
13202.000	5.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	250.000	500.000	10.000	30.000	30.000	0.000	30.000	30.000	30.000	TengJia	12.000		
13203.000	18.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	13.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1075.000	2150.000	43.000	129.000	129.000	0.000	129.000	129.000	129.000	LuPiKaiYi	25.000		
