ID	Rank	AddPower	AddAgility	AddIntelligence	Equip1	Equip2	Equip3	Equip4	Equip5	Equip6	
118.000	2.000	4.000	2.000	3.000	11301.000	11101.000	11201.000	11501.000	11401.000	11601.000	
118.000	3.000	10.000	5.000	7.000	11302.000	11102.000	11202.000	11502.000	11402.000	11602.000	
118.000	4.000	17.000	9.000	12.000	11303.000	11103.000	11203.000	11502.000	11402.000	11602.000	
118.000	5.000	31.000	16.000	22.000	11304.000	11104.000	11204.000	11503.000	11403.000	11603.000	
118.000	6.000	47.000	24.000	33.000	11305.000	11105.000	11205.000	11503.000	11403.000	11603.000	
118.000	7.000	70.000	35.000	49.000	11305.000	11105.000	11205.000	11504.000	11404.000	11604.000	
118.000	8.000	99.000	50.000	69.000	11306.000	11106.000	11206.000	11505.000	11405.000	11605.000	
118.000	9.000	135.000	68.000	95.000	11307.000	11107.000	11207.000	11505.000	11405.000	11605.000	
118.000	10.000	180.000	90.000	126.000	11307.000	11107.000	11207.000	11506.000	11406.000	11606.000	
118.000	11.000	222.000	111.000	155.000	11308.000	11108.000	11208.000	11506.000	11406.000	11606.000	
119.000	2.000	3.000	2.000	4.000	13301.000	13101.000	13201.000	13501.000	13401.000	13601.000	
119.000	3.000	7.000	5.000	10.000	13302.000	13102.000	13202.000	13502.000	13402.000	13602.000	
119.000	4.000	12.000	9.000	17.000	13303.000	13103.000	13203.000	13502.000	13402.000	13602.000	
119.000	5.000	22.000	16.000	31.000	13304.000	13104.000	13204.000	13503.000	13403.000	13603.000	
119.000	6.000	33.000	24.000	47.000	13305.000	13105.000	13205.000	13503.000	13403.000	13603.000	
119.000	7.000	49.000	35.000	70.000	13305.000	13105.000	13205.000	13504.000	13404.000	13604.000	
119.000	8.000	69.000	50.000	99.000	13306.000	13106.000	13206.000	13505.000	13405.000	13605.000	
119.000	9.000	95.000	68.000	135.000	13307.000	13107.000	13207.000	13505.000	13405.000	13605.000	
119.000	10.000	126.000	90.000	180.000	13307.000	13107.000	13207.000	13506.000	13406.000	13606.000	
119.000	11.000	155.000	111.000	222.000	13308.000	13108.000	13208.000	13506.000	13406.000	13606.000	
120.000	2.000	4.000	2.000	3.000	11301.000	11101.000	11201.000	11501.000	11401.000	11601.000	
120.000	3.000	10.000	5.000	7.000	11302.000	11102.000	11202.000	11502.000	11402.000	11602.000	
120.000	4.000	17.000	9.000	12.000	11303.000	11103.000	11203.000	11502.000	11402.000	11602.000	
120.000	5.000	31.000	16.000	22.000	11304.000	11104.000	11204.000	11503.000	11403.000	11603.000	
120.000	6.000	47.000	24.000	33.000	11305.000	11105.000	11205.000	11503.000	11403.000	11603.000	
120.000	7.000	70.000	35.000	49.000	11305.000	11105.000	11205.000	11504.000	11404.000	11604.000	
120.000	8.000	99.000	50.000	69.000	11306.000	11106.000	11206.000	11505.000	11405.000	11605.000	
120.000	9.000	135.000	68.000	95.000	11307.000	11107.000	11207.000	11505.000	11405.000	11605.000	
120.000	10.000	180.000	90.000	126.000	11307.000	11107.000	11207.000	11506.000	11406.000	11606.000	
120.000	11.000	222.000	111.000	155.000	11308.000	11108.000	11208.000	11506.000	11406.000	11606.000	
121.000	2.000	4.000	2.000	3.000	11301.000	11101.000	11201.000	11501.000	11401.000	11601.000	
121.000	3.000	10.000	5.000	7.000	11302.000	11102.000	11202.000	11502.000	11402.000	11602.000	
121.000	4.000	17.000	9.000	12.000	11303.000	11103.000	11203.000	11502.000	11402.000	11602.000	
121.000	5.000	31.000	16.000	22.000	11304.000	11104.000	11204.000	11503.000	11403.000	11603.000	
121.000	6.000	47.000	24.000	33.000	11305.000	11105.000	11205.000	11503.000	11403.000	11603.000	
121.000	7.000	70.000	35.000	49.000	11305.000	11105.000	11205.000	11504.000	11404.000	11604.000	
121.000	8.000	99.000	50.000	69.000	11306.000	11106.000	11206.000	11505.000	11405.000	11605.000	
121.000	9.000	135.000	68.000	95.000	11307.000	11107.000	11207.000	11505.000	11405.000	11605.000	
121.000	10.000	180.000	90.000	126.000	11307.000	11107.000	11207.000	11506.000	11406.000	11606.000	
121.000	11.000	222.000	111.000	155.000	11308.000	11108.000	11208.000	11506.000	11406.000	11606.000	
122.000	2.000	4.000	2.000	3.000	11301.000	11101.000	11201.000	11501.000	11401.000	11601.000	
122.000	3.000	10.000	5.000	7.000	11302.000	11102.000	11202.000	11502.000	11402.000	11602.000	
122.000	4.000	17.000	9.000	12.000	11303.000	11103.000	11203.000	11502.000	11402.000	11602.000	
122.000	5.000	31.000	16.000	22.000	11304.000	11104.000	11204.000	11503.000	11403.000	11603.000	
122.000	6.000	47.000	24.000	33.000	11305.000	11105.000	11205.000	11503.000	11403.000	11603.000	
122.000	7.000	70.000	35.000	49.000	11305.000	11105.000	11205.000	11504.000	11404.000	11604.000	
122.000	8.000	99.000	50.000	69.000	11306.000	11106.000	11206.000	11505.000	11405.000	11605.000	
122.000	9.000	135.000	68.000	95.000	11307.000	11107.000	11207.000	11505.000	11405.000	11605.000	
122.000	10.000	180.000	90.000	126.000	11307.000	11107.000	11207.000	11506.000	11406.000	11606.000	
122.000	11.000	222.000	111.000	155.000	11308.000	11108.000	11208.000	11506.000	11406.000	11606.000	
123.000	2.000	3.000	2.000	4.000	13301.000	13101.000	13201.000	13501.000	13401.000	13601.000	
123.000	3.000	7.000	5.000	10.000	13302.000	13102.000	13202.000	13502.000	13402.000	13602.000	
123.000	4.000	12.000	9.000	17.000	13303.000	13103.000	13203.000	13502.000	13402.000	13602.000	
123.000	5.000	22.000	16.000	31.000	13304.000	13104.000	13204.000	13503.000	13403.000	13603.000	
123.000	6.000	33.000	24.000	47.000	13305.000	13105.000	13205.000	13503.000	13403.000	13603.000	
123.000	7.000	49.000	35.000	70.000	13305.000	13105.000	13205.000	13504.000	13404.000	13604.000	
123.000	8.000	69.000	50.000	99.000	13306.000	13106.000	13206.000	13505.000	13405.000	13605.000	
123.000	9.000	95.000	68.000	135.000	13307.000	13107.000	13207.000	13505.000	13405.000	13605.000	
123.000	10.000	126.000	90.000	180.000	13307.000	13107.000	13207.000	13506.000	13406.000	13606.000	
123.000	11.000	155.000	111.000	222.000	13308.000	13108.000	13208.000	13506.000	13406.000	13606.000	
124.000	2.000	4.000	2.000	3.000	11301.000	11101.000	11201.000	11501.000	11401.000	11601.000	
124.000	3.000	10.000	5.000	7.000	11302.000	11102.000	11202.000	11502.000	11402.000	11602.000	
124.000	4.000	17.000	9.000	12.000	11303.000	11103.000	11203.000	11502.000	11402.000	11602.000	
124.000	5.000	31.000	16.000	22.000	11304.000	11104.000	11204.000	11503.000	11403.000	11603.000	
124.000	6.000	47.000	24.000	33.000	11305.000	11105.000	11205.000	11503.000	11403.000	11603.000	
124.000	7.000	70.000	35.000	49.000	11305.000	11105.000	11205.000	11504.000	11404.000	11604.000	
124.000	8.000	99.000	50.000	69.000	11306.000	11106.000	11206.000	11505.000	11405.000	11605.000	
124.000	9.000	135.000	68.000	95.000	11307.000	11107.000	11207.000	11505.000	11405.000	11605.000	
124.000	10.000	180.000	90.000	126.000	11307.000	11107.000	11207.000	11506.000	11406.000	11606.000	
124.000	11.000	222.000	111.000	155.000	11308.000	11108.000	11208.000	11506.000	11406.000	11606.000	
125.000	2.000	2.000	4.000	2.000	12301.000	12101.000	12201.000	12501.000	12401.000	12601.000	
125.000	3.000	4.000	11.000	7.000	12302.000	12102.000	12202.000	12502.000	12402.000	12602.000	
125.000	4.000	8.000	19.000	11.000	12303.000	12103.000	12203.000	12502.000	12402.000	12602.000	
125.000	5.000	14.000	34.000	20.000	12304.000	12104.000	12204.000	12503.000	12403.000	12603.000	
125.000	6.000	21.000	52.000	31.000	12305.000	12105.000	12205.000	12503.000	12403.000	12603.000	
125.000	7.000	31.000	77.000	46.000	12305.000	12105.000	12205.000	12504.000	12404.000	12604.000	
125.000	8.000	44.000	109.000	65.000	12306.000	12106.000	12206.000	12505.000	12405.000	12605.000	
125.000	9.000	60.000	149.000	89.000	12307.000	12107.000	12207.000	12505.000	12405.000	12605.000	
125.000	10.000	79.000	198.000	119.000	12307.000	12107.000	12207.000	12506.000	12406.000	12606.000	
125.000	11.000	98.000	244.000	146.000	12308.000	12108.000	12208.000	12506.000	12406.000	12606.000	
126.000	2.000	3.000	2.000	4.000	11301.000	11101.000	11201.000	11501.000	11401.000	11601.000	
126.000	3.000	7.000	5.000	10.000	11302.000	11102.000	11202.000	11502.000	11402.000	11602.000	
126.000	4.000	12.000	9.000	17.000	11303.000	11103.000	11203.000	11502.000	11402.000	11602.000	
126.000	5.000	22.000	16.000	31.000	11304.000	11104.000	11204.000	11503.000	11403.000	11603.000	
126.000	6.000	33.000	24.000	47.000	11305.000	11105.000	11205.000	11503.000	11403.000	11603.000	
126.000	7.000	49.000	35.000	70.000	11305.000	11105.000	11205.000	11504.000	11404.000	11604.000	
126.000	8.000	69.000	50.000	99.000	11306.000	11106.000	11206.000	11505.000	11405.000	11605.000	
126.000	9.000	95.000	68.000	135.000	11307.000	11107.000	11207.000	11505.000	11405.000	11605.000	
126.000	10.000	126.000	90.000	180.000	11307.000	11107.000	11207.000	11506.000	11406.000	11606.000	
126.000	11.000	155.000	111.000	222.000	11308.000	11108.000	11208.000	11506.000	11406.000	11606.000	
127.000	2.000	2.000	4.000	2.000	12301.000	12101.000	12201.000	12501.000	12401.000	12601.000	
127.000	3.000	4.000	11.000	7.000	12302.000	12102.000	12202.000	12502.000	12402.000	12602.000	
127.000	4.000	8.000	19.000	11.000	12303.000	12103.000	12203.000	12502.000	12402.000	12602.000	
127.000	5.000	14.000	34.000	20.000	12304.000	12104.000	12204.000	12503.000	12403.000	12603.000	
127.000	6.000	21.000	52.000	31.000	12305.000	12105.000	12205.000	12503.000	12403.000	12603.000	
127.000	7.000	31.000	77.000	46.000	12305.000	12105.000	12205.000	12504.000	12404.000	12604.000	
127.000	8.000	44.000	109.000	65.000	12306.000	12106.000	12206.000	12505.000	12405.000	12605.000	
127.000	9.000	60.000	149.000	89.000	12307.000	12107.000	12207.000	12505.000	12405.000	12605.000	
127.000	10.000	79.000	198.000	119.000	12307.000	12107.000	12207.000	12506.000	12406.000	12606.000	
127.000	11.000	98.000	244.000	146.000	12308.000	12108.000	12208.000	12506.000	12406.000	12606.000	
128.000	2.000	2.000	4.000	2.000	12301.000	12101.000	12201.000	12501.000	12401.000	12601.000	
